"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 17 01:28:10 UTC 2024","Mon Jun 17 01:33:21 UTC 2024","310716","tests.integration.high_availability","test_self_healing","","","","test_build_and_deploy","Build and deploy."
"passed","Mon Jun 17 01:41:22 UTC 2024","Mon Jun 17 01:41:43 UTC 2024","21310","tests.integration.high_availability","test_async_replication","","","","test_standby_promotion","Test graceful promotion of a standby cluster to primary."
"passed","Mon Jun 17 01:33:39 UTC 2024","Mon Jun 17 01:33:48 UTC 2024","9128","tests.integration.relations","test_database","","","","test_password_rotation_root_user_implicit","Rotate password and confirm changes."
"passed","Mon Jun 17 01:41:44 UTC 2024","Mon Jun 17 01:46:07 UTC 2024","263146","tests.integration.high_availability","test_async_replication","","","","test_failover","Test switchover on primary cluster fail."
"passed","Mon Jun 17 01:46:27 UTC 2024","Mon Jun 17 01:50:02 UTC 2024","215003","tests.integration.high_availability","test_async_replication","","","","test_remove_relation_and_relate","Test removing and re-relating the two mysql clusters."
"passed","Mon Jun 17 01:35:19 UTC 2024","Mon Jun 17 01:35:44 UTC 2024","24775","tests.integration.high_availability","test_replication","","","","test_consistent_data_replication_across_cluster","Confirm that data is replicated from the primary node to all the replicas."
"passed","Mon Jun 17 01:27:58 UTC 2024","Mon Jun 17 01:32:47 UTC 2024","288479","tests.integration.high_availability","test_upgrade_rollback_incompat","","","","test_build_and_deploy","Simple test to ensure that the mysql and application charms get deployed."
"passed","Mon Jun 17 01:35:53 UTC 2024","Mon Jun 17 01:39:25 UTC 2024","212292","tests.integration.high_availability","test_self_healing","","","","test_network_cut","Completely cut and restore network."
"passed","Mon Jun 17 01:35:44 UTC 2024","Mon Jun 17 01:41:00 UTC 2024","316134","tests.integration.high_availability","test_replication","","","","test_kill_primary_check_reelection","Confirm that a new primary is elected when the current primary is torn down."
"passed","Mon Jun 17 01:33:23 UTC 2024","Mon Jun 17 01:34:47 UTC 2024","83713","tests.integration.high_availability","test_self_healing","","","","test_kill_db_process","Kill mysqld process and check for auto cluster recovery."
"passed","Mon Jun 17 01:28:36 UTC 2024","Mon Jun 17 01:37:34 UTC 2024","538091","tests.integration.high_availability","test_replication","","","","test_cluster_isolation","Test for cluster data isolation.

    This test creates a new cluster, create a new table on both cluster, write a single record with
    the application name for each cluster, retrieve and compare these records, asserting they are
    not the same.
    "
"passed","Mon Jun 17 01:33:17 UTC 2024","Mon Jun 17 01:37:07 UTC 2024","229697","tests.integration.high_availability","test_upgrade_from_stable","","","","test_upgrade_from_stable","Test updating from stable channel."
"passed","Mon Jun 17 01:38:04 UTC 2024","Mon Jun 17 01:41:55 UTC 2024","231399","tests.integration.high_availability","test_upgrade","","","","test_fail_and_rollback",""
"passed","Mon Jun 17 01:36:30 UTC 2024","Mon Jun 17 01:36:34 UTC 2024","3672","tests.integration","test_tls","","","","test_connection_before_tls","Ensure connections (with and without ssl) are possible before relating with TLS operator."
"passed","Mon Jun 17 01:28:46 UTC 2024","Mon Jun 17 01:33:00 UTC 2024","254128","tests.integration.high_availability","test_upgrade_from_stable","","","","test_deploy_stable","Simple test to ensure that the mysql and application charms get deployed."
"passed","Mon Jun 17 01:36:34 UTC 2024","Mon Jun 17 01:38:24 UTC 2024","110577","tests.integration","test_tls","","","","test_enable_tls","Test for encryption enablement when relation to TLS charm."
"skipped","Mon Jun 17 01:33:48 UTC 2024","Mon Jun 17 01:33:48 UTC 2024","0","tests.integration.relations","test_database","","","","test_relation_creation_databag","Relate charms and wait for the expected changes in status."
"passed","Mon Jun 17 01:32:47 UTC 2024","Mon Jun 17 01:32:58 UTC 2024","11297","tests.integration.high_availability","test_upgrade_rollback_incompat","","","","test_pre_upgrade_check","Test that the pre-upgrade-check action runs successfully."
"passed","Mon Jun 17 01:31:42 UTC 2024","Mon Jun 17 01:36:59 UTC 2024","316641","tests.integration","test_backups","","","","test_build_and_deploy","Simple test to ensure that the mysql charm gets deployed."
"passed","Mon Jun 17 01:39:28 UTC 2024","Mon Jun 17 01:40:49 UTC 2024","81508","tests.integration.high_availability","test_self_healing","","","","test_replicate_data_on_restart","Stop server, write data, start and validate replication."
"broken","Mon Jun 17 01:34:26 UTC 2024","Mon Jun 17 01:55:11 UTC 2024","1245351","tests.integration.high_availability","test_upgrade_rollback_incompat","","","","test_rollback",""
"passed","Mon Jun 17 01:33:00 UTC 2024","Mon Jun 17 01:33:17 UTC 2024","16680","tests.integration.high_availability","test_upgrade_from_stable","","","","test_pre_upgrade_check","Test that the pre-upgrade-check action runs successfully."
"passed","Mon Jun 17 01:35:47 UTC 2024","Mon Jun 17 01:35:58 UTC 2024","10406","tests.integration.high_availability","test_async_replication","","","","test_async_relate","Relate the two mysql clusters."
"passed","Mon Jun 17 01:38:40 UTC 2024","Mon Jun 17 01:46:33 UTC 2024","473081","tests.integration","test_backups","","","","test_restore_on_same_cluster","Test to restore a backup to the same mysql cluster."
"passed","Mon Jun 17 01:28:53 UTC 2024","Mon Jun 17 01:35:47 UTC 2024","414532","tests.integration.high_availability","test_async_replication","","","","test_build_and_deploy","Simple test to ensure that the mysql and application charms get deployed."
"passed","Mon Jun 17 01:41:00 UTC 2024","Mon Jun 17 01:41:21 UTC 2024","20697","tests.integration.high_availability","test_replication","","","","test_log_rotation","Test the log rotation of text files."
"passed","Mon Jun 17 01:46:09 UTC 2024","Mon Jun 17 01:46:24 UTC 2024","15258","tests.integration.high_availability","test_async_replication","","","","test_rejoin_invalidated_cluster","Test rejoin invalidated cluster with."
"passed","Mon Jun 17 01:33:38 UTC 2024","Mon Jun 17 01:33:55 UTC 2024","17201","tests.integration.high_availability","test_upgrade","","","","test_pre_upgrade_check","Test that the pre-upgrade-check action runs successfully."
"passed","Mon Jun 17 01:35:58 UTC 2024","Mon Jun 17 01:38:23 UTC 2024","145797","tests.integration.high_availability","test_async_replication","","","","test_create_replication","Run the create replication and wait for the applications to settle."
"passed","Mon Jun 17 01:28:07 UTC 2024","Mon Jun 17 01:52:01 UTC 2024","1433907","tests.integration.relations","test_db_router","","","","test_keystone_bundle_db_router","Deploy the keystone bundle to test the 'db-router' relation.

    Args:
        ops_test: The ops test framework
        mysql_charm_series: The series for the database machine
    "
"passed","Mon Jun 17 01:34:50 UTC 2024","Mon Jun 17 01:35:50 UTC 2024","59538","tests.integration.high_availability","test_self_healing","","","","test_freeze_db_process","Freeze and unfreeze process and check for auto cluster recovery."
"passed","Mon Jun 17 01:39:06 UTC 2024","Mon Jun 17 01:39:37 UTC 2024","31342","tests.integration","test_tls","","","","test_disable_tls",""
"passed","Mon Jun 17 01:33:01 UTC 2024","Mon Jun 17 01:34:22 UTC 2024","80701","tests.integration.high_availability","test_upgrade_rollback_incompat","","","","test_upgrade_to_failling",""
"passed","Mon Jun 17 01:45:45 UTC 2024","Mon Jun 17 01:46:19 UTC 2024","33352","tests.integration.relations","test_database","","","","test_relation_broken","Remove relation and wait for the expected changes in status."
"passed","Mon Jun 17 01:40:53 UTC 2024","Mon Jun 17 01:43:31 UTC 2024","158314","tests.integration.high_availability","test_self_healing","","","","test_cluster_pause","Pause test.

    A graceful simultaneous restart of all instances,
    check primary election after the start, write and read data
    "
"passed","Mon Jun 17 01:33:57 UTC 2024","Mon Jun 17 01:37:58 UTC 2024","240700","tests.integration.high_availability","test_upgrade","","","","test_upgrade_from_edge",""
"passed","Mon Jun 17 01:38:23 UTC 2024","Mon Jun 17 01:40:59 UTC 2024","155622","tests.integration.high_availability","test_async_replication","","","","test_deploy_router_and_app","Deploy the router and the test application."
"passed","Mon Jun 17 01:28:05 UTC 2024","Mon Jun 17 01:38:23 UTC 2024","618387","tests.integration.high_availability","test_replication","","","","test_scaling_without_data_loss","Test that data is preserved during scale up and scale down."
"passed","Mon Jun 17 01:33:22 UTC 2024","Mon Jun 17 01:33:32 UTC 2024","9163","tests.integration.relations","test_database","","","","test_password_rotation","Rotate password and confirm changes."
"passed","Mon Jun 17 01:36:59 UTC 2024","Mon Jun 17 01:38:40 UTC 2024","101405","tests.integration","test_backups","","","","test_backup","Test to create a backup and list backups."
"passed","Mon Jun 17 01:28:09 UTC 2024","Mon Jun 17 01:33:22 UTC 2024","312582","tests.integration.high_availability","test_replication","","","","test_build_and_deploy","Build the charm and deploy 3 units to ensure a cluster is formed."
"passed","Mon Jun 17 01:33:32 UTC 2024","Mon Jun 17 01:33:39 UTC 2024","7150","tests.integration.relations","test_database","","","","test_password_rotation_silent","Rotate password and confirm changes."
"passed","Mon Jun 17 01:28:15 UTC 2024","Mon Jun 17 01:49:23 UTC 2024","1267417","tests.integration.relations","test_shared_db","","","","test_keystone_bundle_shared_db","Deploy the keystone bundle to test the 'shared-db' relation.

    Args:
        ops_test: The ops test framework
        mysql_charm_series: The series for the database machine
    "
"passed","Mon Jun 17 01:32:31 UTC 2024","Mon Jun 17 01:32:56 UTC 2024","25194","tests.integration.relations","test_relation_mysql_legacy","","","","test_relation_broken","Remove relation and wait for the expected changes in status."
"passed","Mon Jun 17 01:28:16 UTC 2024","Mon Jun 17 01:32:22 UTC 2024","246137","tests.integration.relations","test_relation_mysql_legacy","","","","test_build_and_deploy","Build the charm and deploy 3 units to ensure a cluster is formed."
"passed","Mon Jun 17 01:38:24 UTC 2024","Mon Jun 17 01:39:06 UTC 2024","41361","tests.integration","test_tls","","","","test_rotate_tls_key","Verify rotating tls private keys restarts cluster with new certificates.

    This test rotates tls private keys to randomly generated keys.
    "
"passed","Mon Jun 17 01:43:35 UTC 2024","Mon Jun 17 01:46:27 UTC 2024","171814","tests.integration.high_availability","test_self_healing","","","","test_sst_test","The SST test.

    A forceful restart instance with deleted data and without transaction logs (forced clone).
    "
"passed","Mon Jun 17 01:33:22 UTC 2024","Mon Jun 17 01:35:11 UTC 2024","109223","tests.integration.high_availability","test_replication","","","","test_exporter_endpoints","Test that endpoints are running."
"passed","Mon Jun 17 01:28:38 UTC 2024","Mon Jun 17 01:33:38 UTC 2024","299257","tests.integration.high_availability","test_upgrade","","","","test_deploy_latest","Simple test to ensure that the mysql and application charms get deployed."
"passed","Mon Jun 17 01:33:48 UTC 2024","Mon Jun 17 01:34:30 UTC 2024","42273","tests.integration.relations","test_database","","","","test_relation_creation","Relate charms and wait for the expected changes in status."
"passed","Mon Jun 17 01:28:42 UTC 2024","Mon Jun 17 01:33:22 UTC 2024","280089","tests.integration.relations","test_database","","","","test_build_and_deploy","Build the charm and deploy 3 units to ensure a cluster is formed."
"passed","Mon Jun 17 01:31:23 UTC 2024","Mon Jun 17 01:32:28 UTC 2024","64246","tests.integration","test_subordinate_charms","","","","test_landscape_client",""
"passed","Mon Jun 17 01:32:22 UTC 2024","Mon Jun 17 01:32:31 UTC 2024","8448","tests.integration.relations","test_relation_mysql_legacy","","","","test_relation_creation","Relate charms and wait for the expected changes in status."
"passed","Mon Jun 17 01:46:33 UTC 2024","Mon Jun 17 01:55:00 UTC 2024","506911","tests.integration","test_backups","","","","test_restore_on_new_cluster","Test to restore a backup on a new mysql cluster."
"passed","Mon Jun 17 01:34:30 UTC 2024","Mon Jun 17 01:45:45 UTC 2024","675009","tests.integration.relations","test_database","","","","test_read_only_endpoints","Check read-only-endpoints are correctly updated."
"passed","Mon Jun 17 01:35:11 UTC 2024","Mon Jun 17 01:35:19 UTC 2024","8345","tests.integration.high_availability","test_replication","","","","test_custom_variables","Query database for custom variables."
"passed","Mon Jun 17 01:28:39 UTC 2024","Mon Jun 17 01:31:23 UTC 2024","163975","tests.integration","test_subordinate_charms","","","","test_ubuntu_pro",""
"passed","Mon Jun 17 01:32:45 UTC 2024","Mon Jun 17 01:36:30 UTC 2024","224754","tests.integration","test_tls","","","","test_build_and_deploy","Build the charm and deploy 3 units to ensure a cluster is formed."
"passed","Mon Jun 17 01:41:01 UTC 2024","Mon Jun 17 01:41:19 UTC 2024","17425","tests.integration.high_availability","test_async_replication","","","","test_data_replication","Test to write to primary, and read the same data back from replicas."
